ENSMUSG00000076870	0
ENSMUSG00000076871	0
ENSMUSG00000076873	0
ENSMUSG00000076874	0
ENSMUSG00000076875	0
ENSMUSG00000076876	0
ENSMUSG00000076877	0
ENSMUSG00000076878	0
ENSMUSG00000076879	0
ENSMUSG00000076880	0
ENSMUSG00000076881	0
ENSMUSG00000076882	0
ENSMUSG00000076883	0
ENSMUSG00000076884	0
ENSMUSG00000076885	0
ENSMUSG00000076886	0
ENSMUSG00000076887	0
ENSMUSG00000076888	0
ENSMUSG00000076889	0
ENSMUSG00000076890	0
ENSMUSG00000076891	0
ENSMUSG00000076892	0
ENSMUSG00000076893	0
ENSMUSG00000076894	0
ENSMUSG00000076895	0
ENSMUSG00000076896	0
ENSMUSG00000076897	0
ENSMUSG00000076898	0
ENSMUSG00000076899	0
ENSMUSG00000076900	0
ENSMUSG00000076901	0
ENSMUSG00000076902	0
ENSMUSG00000076903	4
ENSMUSG00000076904	0
ENSMUSG00000076905	0
ENSMUSG00000076906	0
ENSMUSG00000076907	0
ENSMUSG00000076908	0
ENSMUSG00000076909	0
ENSMUSG00000076910	0
ENSMUSG00000076911	0
ENSMUSG00000076912	0
ENSMUSG00000076913	0
ENSMUSG00000076914	0
ENSMUSG00000076915	0
ENSMUSG00000076916	0
ENSMUSG00000076917	0
ENSMUSG00000076918	0
ENSMUSG00000076919	0
ENSMUSG00000076920	0
ENSMUSG00000076921	0
ENSMUSG00000076922	0
ENSMUSG00000076923	0
ENSMUSG00000076924	0
ENSMUSG00000076925	0
ENSMUSG00000076926	0
ENSMUSG00000076927	0
ENSMUSG00000076928	8
ENSMUSG00000076934	0
ENSMUSG00000076937	0
ENSMUSG00000076939	0
ENSMUSG00000076940	0
ENSMUSG00000076941	0
ENSMUSG00000076944	0
ENSMUSG00000076946	0
ENSMUSG00000076948	0
ENSMUSG00000076949	0
ENSMUSG00000076950	0
ENSMUSG00000076951	0
ENSMUSG00000076952	0
ENSMUSG00000076956	0
ENSMUSG00000076958	0
ENSMUSG00000076959	0
ENSMUSG00000076961	0
ENSMUSG00000076964	0
ENSMUSG00000076966	0
ENSMUSG00000076972	0
ENSMUSG00000076976	0
ENSMUSG00000076977	0
ENSMUSG00000076983	0
ENSMUSG00000076987	0
ENSMUSG00000076994	0
ENSMUSG00000076999	0
ENSMUSG00000077001	0
ENSMUSG00000077004	0
ENSMUSG00000077010	0
ENSMUSG00000077015	0
ENSMUSG00000077019	0
ENSMUSG00000077021	0
ENSMUSG00000077022	0
ENSMUSG00000077025	5
ENSMUSG00000077038	0
ENSMUSG00000077039	0
ENSMUSG00000077040	0
ENSMUSG00000077042	0
ENSMUSG00000077049	0
ENSMUSG00000077050	0
ENSMUSG00000077055	0
ENSMUSG00000077058	0
ENSMUSG00000077059	0
ENSMUSG00000077065	0
ENSMUSG00000077081	0
ENSMUSG00000077082	0
ENSMUSG00000077085	0
ENSMUSG00000077086	0
ENSMUSG00000077090	0
ENSMUSG00000077092	0
ENSMUSG00000077095	0
ENSMUSG00000077096	0
ENSMUSG00000077104	0
ENSMUSG00000077107	0
ENSMUSG00000077110	0
ENSMUSG00000077111	0
ENSMUSG00000077113	0
ENSMUSG00000077119	0
ENSMUSG00000077125	0
ENSMUSG00000077127	0
ENSMUSG00000077131	0
ENSMUSG00000077138	0
ENSMUSG00000077142	0
ENSMUSG00000077143	0
ENSMUSG00000077144	0
ENSMUSG00000077146	0
ENSMUSG00000077148	30
ENSMUSG00000077149	0
ENSMUSG00000077150	0
ENSMUSG00000077152	0
ENSMUSG00000077153	0
ENSMUSG00000077155	0
ENSMUSG00000077156	0
ENSMUSG00000077158	0
ENSMUSG00000077160	0
ENSMUSG00000077161	0
ENSMUSG00000077163	0
ENSMUSG00000077166	0
ENSMUSG00000077167	22
ENSMUSG00000077169	0
ENSMUSG00000077171	0
ENSMUSG00000077172	0
ENSMUSG00000077174	0
ENSMUSG00000077175	0
ENSMUSG00000077176	0
ENSMUSG00000077177	0
ENSMUSG00000077178	0
ENSMUSG00000077180	0
ENSMUSG00000077181	1
ENSMUSG00000077184	0
ENSMUSG00000077185	0
ENSMUSG00000077188	0
ENSMUSG00000077190	0
ENSMUSG00000077191	0
ENSMUSG00000077192	29
ENSMUSG00000077194	0
ENSMUSG00000077196	0
ENSMUSG00000077197	0
ENSMUSG00000077199	0
ENSMUSG00000077200	0
ENSMUSG00000077201	0
ENSMUSG00000077202	6
ENSMUSG00000077204	0
ENSMUSG00000077205	0
ENSMUSG00000077207	0
ENSMUSG00000077208	0
ENSMUSG00000077209	0
ENSMUSG00000077212	9
ENSMUSG00000077214	0
ENSMUSG00000077215	0
ENSMUSG00000077217	0
ENSMUSG00000077218	0
ENSMUSG00000077220	0
ENSMUSG00000077221	0
ENSMUSG00000077222	3
ENSMUSG00000077223	0
ENSMUSG00000077224	0
ENSMUSG00000077227	0
ENSMUSG00000077228	0
ENSMUSG00000077230	0
ENSMUSG00000077231	0
ENSMUSG00000077235	0
ENSMUSG00000077236	0
ENSMUSG00000077237	0
ENSMUSG00000077239	0
ENSMUSG00000077240	0
ENSMUSG00000077241	0
ENSMUSG00000077243	0
ENSMUSG00000077244	0
ENSMUSG00000077246	0
ENSMUSG00000077248	0
ENSMUSG00000077250	0
ENSMUSG00000077251	0
ENSMUSG00000077252	0
ENSMUSG00000077253	0
ENSMUSG00000077254	0
ENSMUSG00000077255	0
ENSMUSG00000077256	0
ENSMUSG00000077257	0
ENSMUSG00000077258	0
ENSMUSG00000077259	0
ENSMUSG00000077260	0
ENSMUSG00000077261	1
ENSMUSG00000077262	0
ENSMUSG00000077263	0
ENSMUSG00000077264	0
ENSMUSG00000077265	8
ENSMUSG00000077268	0
ENSMUSG00000077269	0
ENSMUSG00000077270	0
ENSMUSG00000077271	2
ENSMUSG00000077272	0
ENSMUSG00000077273	0
ENSMUSG00000077274	0
ENSMUSG00000077275	0
ENSMUSG00000077276	0
ENSMUSG00000077277	0
ENSMUSG00000077278	0
ENSMUSG00000077279	0
ENSMUSG00000077280	0
ENSMUSG00000077281	0
ENSMUSG00000077282	0
ENSMUSG00000077283	0
ENSMUSG00000077285	0
ENSMUSG00000077287	0
ENSMUSG00000077288	0
ENSMUSG00000077289	0
ENSMUSG00000077290	0
ENSMUSG00000077291	0
ENSMUSG00000077292	0
ENSMUSG00000077293	0
ENSMUSG00000077294	0
ENSMUSG00000077295	0
ENSMUSG00000077298	0
ENSMUSG00000077299	0
ENSMUSG00000077302	0
ENSMUSG00000077303	0
ENSMUSG00000077304	0
ENSMUSG00000077305	0
ENSMUSG00000077306	0
ENSMUSG00000077309	4
ENSMUSG00000077312	0
ENSMUSG00000077314	0
ENSMUSG00000077315	0
ENSMUSG00000077316	3
ENSMUSG00000077317	0
ENSMUSG00000077318	0
ENSMUSG00000077320	0
ENSMUSG00000077323	0
ENSMUSG00000077325	0
ENSMUSG00000077327	0
ENSMUSG00000077328	0
ENSMUSG00000077332	0
ENSMUSG00000077333	0
ENSMUSG00000077334	0
ENSMUSG00000077336	0
ENSMUSG00000077337	0
ENSMUSG00000077338	3
ENSMUSG00000077339	0
ENSMUSG00000077342	0
ENSMUSG00000077344	0
ENSMUSG00000077345	0
ENSMUSG00000077347	1
ENSMUSG00000077348	0
ENSMUSG00000077349	0
ENSMUSG00000077350	0
ENSMUSG00000077351	0
ENSMUSG00000077354	0
ENSMUSG00000077356	0
ENSMUSG00000077357	0
ENSMUSG00000077358	0
ENSMUSG00000077359	0
ENSMUSG00000077360	0
ENSMUSG00000077361	0
ENSMUSG00000077366	0
ENSMUSG00000077367	0
ENSMUSG00000077368	0
ENSMUSG00000077369	0
ENSMUSG00000077376	0
ENSMUSG00000077377	0
ENSMUSG00000077378	0
ENSMUSG00000077379	0
ENSMUSG00000077380	1
ENSMUSG00000077381	0
ENSMUSG00000077382	3
ENSMUSG00000077383	1
ENSMUSG00000077384	0
ENSMUSG00000077385	0
ENSMUSG00000077387	3
ENSMUSG00000077391	0
ENSMUSG00000077392	0
ENSMUSG00000077393	0
ENSMUSG00000077394	0
ENSMUSG00000077396	0
ENSMUSG00000077397	0
ENSMUSG00000077398	0
ENSMUSG00000077399	0
ENSMUSG00000077400	0
ENSMUSG00000077401	0
ENSMUSG00000077402	0
ENSMUSG00000077403	0
ENSMUSG00000077404	0
ENSMUSG00000077406	0
ENSMUSG00000077407	0
ENSMUSG00000077408	0
ENSMUSG00000077409	0
ENSMUSG00000077410	0
ENSMUSG00000077411	0
ENSMUSG00000077413	0
ENSMUSG00000077415	0
ENSMUSG00000077416	1
ENSMUSG00000077417	0
ENSMUSG00000077418	0
ENSMUSG00000077419	0
ENSMUSG00000077420	0
ENSMUSG00000077421	0
ENSMUSG00000077422	0
ENSMUSG00000077424	0
ENSMUSG00000077425	3
ENSMUSG00000077426	4
ENSMUSG00000077427	0
ENSMUSG00000077428	0
ENSMUSG00000077430	0
ENSMUSG00000077431	2
ENSMUSG00000077433	0
ENSMUSG00000077435	0
ENSMUSG00000077437	0
ENSMUSG00000077438	0
ENSMUSG00000077439	0
ENSMUSG00000077440	9
ENSMUSG00000077441	0
ENSMUSG00000077442	0
ENSMUSG00000077443	0
ENSMUSG00000077445	0
ENSMUSG00000077447	0
ENSMUSG00000077448	0
ENSMUSG00000077449	1
ENSMUSG00000077450	5212
ENSMUSG00000077451	0
ENSMUSG00000077453	0
ENSMUSG00000077454	0
ENSMUSG00000077455	0
ENSMUSG00000077456	0
ENSMUSG00000077457	4
ENSMUSG00000077459	0
ENSMUSG00000077460	0
ENSMUSG00000077461	0
ENSMUSG00000077462	0
ENSMUSG00000077463	0
ENSMUSG00000077464	0
ENSMUSG00000077465	0
ENSMUSG00000077467	0
ENSMUSG00000077468	0
ENSMUSG00000077469	0
ENSMUSG00000077470	0
ENSMUSG00000077471	0
ENSMUSG00000077472	0
ENSMUSG00000077473	0
ENSMUSG00000077474	0
ENSMUSG00000077476	0
ENSMUSG00000077477	0
ENSMUSG00000077480	0
ENSMUSG00000077481	0
ENSMUSG00000077483	3
ENSMUSG00000077484	0
ENSMUSG00000077485	0
ENSMUSG00000077487	0
ENSMUSG00000077488	0
ENSMUSG00000077492	0
ENSMUSG00000077493	103
ENSMUSG00000077494	0
ENSMUSG00000077495	0
ENSMUSG00000077497	3
ENSMUSG00000077499	0
ENSMUSG00000077501	0
ENSMUSG00000077502	0
ENSMUSG00000077503	0
ENSMUSG00000077504	0
ENSMUSG00000077505	0
ENSMUSG00000077506	0
ENSMUSG00000077507	0
ENSMUSG00000077511	0
ENSMUSG00000077514	0
ENSMUSG00000077515	0
ENSMUSG00000077516	0
ENSMUSG00000077517	0
ENSMUSG00000077518	0
ENSMUSG00000077519	0
ENSMUSG00000077521	0
ENSMUSG00000077522	0
ENSMUSG00000077524	9
ENSMUSG00000077526	0
ENSMUSG00000077527	0
ENSMUSG00000077528	0
ENSMUSG00000077535	0
ENSMUSG00000077537	0
ENSMUSG00000077538	0
ENSMUSG00000077539	0
ENSMUSG00000077541	0
ENSMUSG00000077542	0
ENSMUSG00000077543	0
ENSMUSG00000077545	2
ENSMUSG00000077546	0
ENSMUSG00000077547	0
ENSMUSG00000077549	3
ENSMUSG00000077552	0
ENSMUSG00000077553	0
ENSMUSG00000077554	0
ENSMUSG00000077555	0
ENSMUSG00000077557	7
ENSMUSG00000077558	0
ENSMUSG00000077559	0
ENSMUSG00000077561	0
ENSMUSG00000077562	0
ENSMUSG00000077563	1
ENSMUSG00000077564	0
ENSMUSG00000077565	0
ENSMUSG00000077567	0
ENSMUSG00000077569	3
ENSMUSG00000077571	0
ENSMUSG00000077572	0
ENSMUSG00000077574	0
ENSMUSG00000077575	4
ENSMUSG00000077576	0
ENSMUSG00000077577	0
ENSMUSG00000077578	0
ENSMUSG00000077579	0
ENSMUSG00000077581	0
ENSMUSG00000077582	0
ENSMUSG00000077585	0
ENSMUSG00000077586	0
ENSMUSG00000077587	0
ENSMUSG00000077588	0
ENSMUSG00000077590	0
ENSMUSG00000077591	2
ENSMUSG00000077592	0
ENSMUSG00000077593	0
ENSMUSG00000077594	0
ENSMUSG00000077595	0
ENSMUSG00000077597	0
ENSMUSG00000077598	0
ENSMUSG00000077599	0
ENSMUSG00000077601	0
ENSMUSG00000077602	0
ENSMUSG00000077603	0
ENSMUSG00000077604	0
ENSMUSG00000077607	0
ENSMUSG00000077608	0
ENSMUSG00000077609	0
ENSMUSG00000077611	0
ENSMUSG00000077612	0
ENSMUSG00000077613	0
ENSMUSG00000077614	13
ENSMUSG00000077615	0
ENSMUSG00000077616	0
ENSMUSG00000077617	0
ENSMUSG00000077618	0
ENSMUSG00000077619	0
ENSMUSG00000077620	0
ENSMUSG00000077621	1
ENSMUSG00000077622	0
ENSMUSG00000077624	0
ENSMUSG00000077625	0
ENSMUSG00000077627	0
ENSMUSG00000077628	0
ENSMUSG00000077629	0
ENSMUSG00000077630	0
ENSMUSG00000077633	0
ENSMUSG00000077635	0
ENSMUSG00000077637	58
ENSMUSG00000077639	1
ENSMUSG00000077640	0
ENSMUSG00000077641	0
ENSMUSG00000077642	0
ENSMUSG00000077643	0
ENSMUSG00000077644	0
ENSMUSG00000077645	0
ENSMUSG00000077647	0
ENSMUSG00000077648	0
ENSMUSG00000077649	0
ENSMUSG00000077650	0
ENSMUSG00000077652	0
ENSMUSG00000077653	3
ENSMUSG00000077655	0
ENSMUSG00000077659	0
ENSMUSG00000077660	0
ENSMUSG00000077661	0
ENSMUSG00000077663	0
ENSMUSG00000077664	0
ENSMUSG00000077666	0
ENSMUSG00000077667	0
ENSMUSG00000077668	0
ENSMUSG00000077669	0
ENSMUSG00000077671	0
ENSMUSG00000077672	0
ENSMUSG00000077673	0
ENSMUSG00000077674	0
ENSMUSG00000077675	0
ENSMUSG00000077677	0
ENSMUSG00000077678	0
ENSMUSG00000077680	0
ENSMUSG00000077681	0
ENSMUSG00000077682	0
ENSMUSG00000077683	0
ENSMUSG00000077685	0
ENSMUSG00000077687	0
ENSMUSG00000077689	0
ENSMUSG00000077691	0
ENSMUSG00000077693	0
ENSMUSG00000077696	0
ENSMUSG00000077697	0
ENSMUSG00000077698	0
ENSMUSG00000077700	0
ENSMUSG00000077701	0
ENSMUSG00000077702	0
ENSMUSG00000077703	0
ENSMUSG00000077704	6
ENSMUSG00000077705	0
ENSMUSG00000077706	0
ENSMUSG00000077707	0
ENSMUSG00000077708	0
ENSMUSG00000077709	0
ENSMUSG00000077710	0
ENSMUSG00000077711	8
ENSMUSG00000077713	0
ENSMUSG00000077714	0
ENSMUSG00000077716	0
ENSMUSG00000077717	0
ENSMUSG00000077718	0
ENSMUSG00000077719	0
ENSMUSG00000077726	0
ENSMUSG00000077728	0
ENSMUSG00000077730	0
ENSMUSG00000077733	0
ENSMUSG00000077734	0
ENSMUSG00000077735	0
ENSMUSG00000077736	0
ENSMUSG00000077737	20
ENSMUSG00000077738	0
ENSMUSG00000077741	0
ENSMUSG00000077743	0
ENSMUSG00000077744	0
ENSMUSG00000077745	0
ENSMUSG00000077749	0
ENSMUSG00000077750	0
ENSMUSG00000077752	0
ENSMUSG00000077755	0
ENSMUSG00000077756	0
ENSMUSG00000077757	0
ENSMUSG00000077758	0
ENSMUSG00000077759	0
ENSMUSG00000077761	0
ENSMUSG00000077767	0
ENSMUSG00000077768	0
ENSMUSG00000077769	0
ENSMUSG00000077771	2
ENSMUSG00000077772	0
ENSMUSG00000077776	0
ENSMUSG00000077777	0
ENSMUSG00000077780	0
ENSMUSG00000077782	0
ENSMUSG00000077783	2
ENSMUSG00000077784	0
ENSMUSG00000077785	0
ENSMUSG00000077786	0
ENSMUSG00000077787	6
ENSMUSG00000077789	1
ENSMUSG00000077791	0
ENSMUSG00000077792	0
ENSMUSG00000077793	0
ENSMUSG00000077794	0
ENSMUSG00000077795	0
ENSMUSG00000077796	0
ENSMUSG00000077797	24
ENSMUSG00000077799	1
ENSMUSG00000077802	0
ENSMUSG00000077804	0
ENSMUSG00000077815	0
ENSMUSG00000077821	0
ENSMUSG00000077829	0
ENSMUSG00000077830	0
ENSMUSG00000077832	0
ENSMUSG00000077834	0
ENSMUSG00000077836	0
ENSMUSG00000077844	0
ENSMUSG00000077846	0
ENSMUSG00000077847	0
ENSMUSG00000077851	0
ENSMUSG00000077857	0
ENSMUSG00000077858	0
ENSMUSG00000077869	0
ENSMUSG00000077872	0
ENSMUSG00000077879	4
ENSMUSG00000077881	0
ENSMUSG00000077884	0
ENSMUSG00000077886	0
ENSMUSG00000077890	0
ENSMUSG00000077892	0
ENSMUSG00000077896	0
ENSMUSG00000077897	0
ENSMUSG00000077902	0
ENSMUSG00000077903	0
ENSMUSG00000077921	0
ENSMUSG00000077925	38
ENSMUSG00000077928	0
ENSMUSG00000077931	0
ENSMUSG00000077938	0
ENSMUSG00000077939	0
ENSMUSG00000077941	0
ENSMUSG00000077948	0
ENSMUSG00000077954	0
ENSMUSG00000077962	3
ENSMUSG00000077965	0
ENSMUSG00000077971	0
ENSMUSG00000077972	0
ENSMUSG00000077980	4
ENSMUSG00000077981	0
ENSMUSG00000077990	0
ENSMUSG00000077991	0
ENSMUSG00000077996	0
ENSMUSG00000077998	0
ENSMUSG00000078002	0
ENSMUSG00000078006	0
ENSMUSG00000078008	0
ENSMUSG00000078017	0
ENSMUSG00000078024	0
ENSMUSG00000078025	0
ENSMUSG00000078026	0
ENSMUSG00000078027	0
ENSMUSG00000078031	0
ENSMUSG00000078032	0
ENSMUSG00000078034	0
ENSMUSG00000078035	0
ENSMUSG00000078038	0
ENSMUSG00000078041	0
ENSMUSG00000078042	0
ENSMUSG00000078057	0
ENSMUSG00000078060	0
ENSMUSG00000078061	0
ENSMUSG00000078080	0
ENSMUSG00000078087	0
ENSMUSG00000078091	16
ENSMUSG00000078097	0
ENSMUSG00000078116	0
ENSMUSG00000078117	327
ENSMUSG00000078118	0
ENSMUSG00000078122	28
ENSMUSG00000078123	0
ENSMUSG00000078125	7
ENSMUSG00000078126	6
ENSMUSG00000078127	2
ENSMUSG00000078128	0
ENSMUSG00000078129	103
ENSMUSG00000078130	0
ENSMUSG00000078131	0
ENSMUSG00000078132	0
ENSMUSG00000078134	19
ENSMUSG00000078137	3
ENSMUSG00000078139	36
ENSMUSG00000078141	0
ENSMUSG00000078143	3
ENSMUSG00000078144	5
ENSMUSG00000078151	0
ENSMUSG00000078153	12
ENSMUSG00000078154	129
ENSMUSG00000078157	4
ENSMUSG00000078160	59
ENSMUSG00000078161	2450
ENSMUSG00000078162	0
ENSMUSG00000078169	0
ENSMUSG00000078173	9
ENSMUSG00000078177	0
ENSMUSG00000078179	0
ENSMUSG00000078180	0
ENSMUSG00000078182	0
ENSMUSG00000078183	0
ENSMUSG00000078184	10
ENSMUSG00000078185	1895
ENSMUSG00000078186	17
ENSMUSG00000078187	1
ENSMUSG00000078190	46
ENSMUSG00000078192	0
ENSMUSG00000078193	35
ENSMUSG00000078197	1
ENSMUSG00000078198	0
ENSMUSG00000078201	90
ENSMUSG00000078202	10
ENSMUSG00000078206	0
ENSMUSG00000078208	0
ENSMUSG00000078210	0
ENSMUSG00000078212	0
ENSMUSG00000078213	0
ENSMUSG00000078214	0
ENSMUSG00000078218	0
ENSMUSG00000078234	30
ENSMUSG00000078235	754
ENSMUSG00000078238	15
ENSMUSG00000078240	2
ENSMUSG00000078247	159
ENSMUSG00000078249	10
ENSMUSG00000078251	3
ENSMUSG00000078252	0
ENSMUSG00000078253	0
ENSMUSG00000078254	0
ENSMUSG00000078255	0
ENSMUSG00000078256	0
ENSMUSG00000078257	0
ENSMUSG00000078258	0
ENSMUSG00000078259	0
ENSMUSG00000078260	0
ENSMUSG00000078261	0
ENSMUSG00000078262	0
ENSMUSG00000078263	0
ENSMUSG00000078269	0
ENSMUSG00000078270	0
ENSMUSG00000078276	0
ENSMUSG00000078280	0
ENSMUSG00000078289	5
ENSMUSG00000078291	1
ENSMUSG00000078300	201
ENSMUSG00000078302	94
ENSMUSG00000078307	4925
ENSMUSG00000078308	1
ENSMUSG00000078314	3
ENSMUSG00000078315	0
ENSMUSG00000078317	199
ENSMUSG00000078320	0
ENSMUSG00000078324	0
ENSMUSG00000078346	0
ENSMUSG00000078348	177
ENSMUSG00000078349	67
ENSMUSG00000078350	166
ENSMUSG00000078354	0
ENSMUSG00000078355	0
ENSMUSG00000078365	3
ENSMUSG00000078370	0
ENSMUSG00000078377	0
ENSMUSG00000078380	11
ENSMUSG00000078384	1
ENSMUSG00000078420	0
ENSMUSG00000078427	647
ENSMUSG00000078429	4817
ENSMUSG00000078430	0
ENSMUSG00000078435	197
ENSMUSG00000078439	10
ENSMUSG00000078440	482
ENSMUSG00000078441	16
ENSMUSG00000078442	17
ENSMUSG00000078444	16
ENSMUSG00000078451	78
ENSMUSG00000078452	0
ENSMUSG00000078453	279
ENSMUSG00000078480	11
ENSMUSG00000078481	0
ENSMUSG00000078484	1333
ENSMUSG00000078485	135
ENSMUSG00000078486	198
ENSMUSG00000078487	0
ENSMUSG00000078488	0
ENSMUSG00000078489	10
ENSMUSG00000078490	237
ENSMUSG00000078491	3
ENSMUSG00000078492	0
ENSMUSG00000078494	8
ENSMUSG00000078495	305
ENSMUSG00000078496	1335
ENSMUSG00000078497	0
ENSMUSG00000078498	2
ENSMUSG00000078500	0
ENSMUSG00000078502	14
ENSMUSG00000078503	1
ENSMUSG00000078504	0
ENSMUSG00000078505	0
ENSMUSG00000078506	0
ENSMUSG00000078507	0
ENSMUSG00000078508	0
ENSMUSG00000078509	0
ENSMUSG00000078510	0
ENSMUSG00000078511	0
ENSMUSG00000078512	0
ENSMUSG00000078513	0
ENSMUSG00000078515	4360
ENSMUSG00000078517	2537
ENSMUSG00000078518	0
ENSMUSG00000078519	21
ENSMUSG00000078520	0
ENSMUSG00000078521	6
ENSMUSG00000078528	2
ENSMUSG00000078531	0
ENSMUSG00000078532	164
ENSMUSG00000078537	0
ENSMUSG00000078546	412
ENSMUSG00000078552	81
ENSMUSG00000078554	0
ENSMUSG00000078566	6438
ENSMUSG00000078570	20
ENSMUSG00000078572	54
ENSMUSG00000078575	0
ENSMUSG00000078576	0
ENSMUSG00000078577	0
ENSMUSG00000078578	14540
ENSMUSG00000078580	139
ENSMUSG00000078584	2962
ENSMUSG00000078586	0
ENSMUSG00000078588	12
ENSMUSG00000078590	0
ENSMUSG00000078591	374
ENSMUSG00000078592	1
ENSMUSG00000078593	0
ENSMUSG00000078597	0
ENSMUSG00000078598	2
ENSMUSG00000078599	1
ENSMUSG00000078600	0
ENSMUSG00000078601	2
ENSMUSG00000078604	0
ENSMUSG00000078605	0
ENSMUSG00000078606	18
ENSMUSG00000078607	60
ENSMUSG00000078611	0
ENSMUSG00000078612	126
ENSMUSG00000078616	0
ENSMUSG00000078618	0
ENSMUSG00000078619	1275
ENSMUSG00000078620	2
ENSMUSG00000078621	0
ENSMUSG00000078622	8615
ENSMUSG00000078624	379
ENSMUSG00000078625	5
ENSMUSG00000078626	0
ENSMUSG00000078627	37
ENSMUSG00000078630	27
ENSMUSG00000078632	1
ENSMUSG00000078635	1
ENSMUSG00000078636	0
ENSMUSG00000078639	0
ENSMUSG00000078640	3
ENSMUSG00000078648	1
ENSMUSG00000078650	0
ENSMUSG00000078651	103
ENSMUSG00000078652	4285
ENSMUSG00000078653	81
ENSMUSG00000078655	0
ENSMUSG00000078656	83
ENSMUSG00000078657	0
ENSMUSG00000078664	2
ENSMUSG00000078668	0
ENSMUSG00000078670	694
ENSMUSG00000078671	2768
ENSMUSG00000078672	4
ENSMUSG00000078673	0
ENSMUSG00000078674	3
ENSMUSG00000078675	0
ENSMUSG00000078676	3120
ENSMUSG00000078677	0
ENSMUSG00000078680	11
ENSMUSG00000078681	417
ENSMUSG00000078683	0
ENSMUSG00000078684	618
ENSMUSG00000078685	0
ENSMUSG00000078686	0
ENSMUSG00000078687	0
ENSMUSG00000078688	0
ENSMUSG00000078689	4
ENSMUSG00000078691	0
ENSMUSG00000078695	640
ENSMUSG00000078698	912
ENSMUSG00000078700	83
ENSMUSG00000078706	189
ENSMUSG00000078713	882
ENSMUSG00000078716	3135
ENSMUSG00000078719	0
ENSMUSG00000078721	4
ENSMUSG00000078722	34
ENSMUSG00000078735	0
ENSMUSG00000078737	0
ENSMUSG00000078742	0
ENSMUSG00000078746	0
ENSMUSG00000078747	116
ENSMUSG00000078752	0
ENSMUSG00000078753	0
ENSMUSG00000078754	0
ENSMUSG00000078757	0
ENSMUSG00000078759	0
ENSMUSG00000078762	46
ENSMUSG00000078763	21
ENSMUSG00000078765	991
ENSMUSG00000078768	95
ENSMUSG00000078771	10
ENSMUSG00000078772	2
ENSMUSG00000078773	33
ENSMUSG00000078776	119
ENSMUSG00000078779	247
ENSMUSG00000078780	0
ENSMUSG00000078783	2
ENSMUSG00000078784	529
ENSMUSG00000078786	299
ENSMUSG00000078787	64
ENSMUSG00000078789	509
ENSMUSG00000078793	0
ENSMUSG00000078794	994
ENSMUSG00000078795	1
ENSMUSG00000078796	9
ENSMUSG00000078798	0
ENSMUSG00000078799	1
ENSMUSG00000078800	0
ENSMUSG00000078808	75
ENSMUSG00000078810	1
ENSMUSG00000078812	9757
ENSMUSG00000078813	223
ENSMUSG00000078815	3
ENSMUSG00000078816	75
ENSMUSG00000078817	30
ENSMUSG00000078838	3
ENSMUSG00000078840	0
ENSMUSG00000078847	0
ENSMUSG00000078850	6
ENSMUSG00000078851	597
ENSMUSG00000078853	849
ENSMUSG00000078861	830
ENSMUSG00000078862	1098
ENSMUSG00000078864	73
ENSMUSG00000078865	22
ENSMUSG00000078866	2070
ENSMUSG00000078867	367
ENSMUSG00000078868	204
ENSMUSG00000078869	14
ENSMUSG00000078870	262
ENSMUSG00000078872	77
ENSMUSG00000078875	161
ENSMUSG00000078876	0
ENSMUSG00000078877	779
ENSMUSG00000078878	758
ENSMUSG00000078879	173
ENSMUSG00000078880	82
ENSMUSG00000078881	4
ENSMUSG00000078886	314
ENSMUSG00000078887	203
ENSMUSG00000078889	9
ENSMUSG00000078891	0
ENSMUSG00000078894	10
ENSMUSG00000078895	0
ENSMUSG00000078896	1
ENSMUSG00000078897	71
ENSMUSG00000078898	133
ENSMUSG00000078899	7690
ENSMUSG00000078901	0
ENSMUSG00000078902	155
ENSMUSG00000078903	409
ENSMUSG00000078905	16
ENSMUSG00000078906	37
ENSMUSG00000078907	54
ENSMUSG00000078908	1977
ENSMUSG00000078912	0
ENSMUSG00000078915	2
ENSMUSG00000078917	0
ENSMUSG00000078919	519
ENSMUSG00000078920	126
ENSMUSG00000078921	59
ENSMUSG00000078922	26
ENSMUSG00000078923	52
ENSMUSG00000078924	0
ENSMUSG00000078925	3
ENSMUSG00000078926	6
ENSMUSG00000078931	19
ENSMUSG00000078932	7
ENSMUSG00000078934	0
ENSMUSG00000078935	0
ENSMUSG00000078937	22
ENSMUSG00000078938	0
ENSMUSG00000078940	0
ENSMUSG00000078941	241
ENSMUSG00000078942	42
ENSMUSG00000078945	27
ENSMUSG00000078949	0
ENSMUSG00000078952	27
ENSMUSG00000078953	0
ENSMUSG00000078954	8
ENSMUSG00000078955	0
ENSMUSG00000078956	0
ENSMUSG00000078957	1
ENSMUSG00000078958	143
ENSMUSG00000078962	6
ENSMUSG00000078963	1197
ENSMUSG00000078964	0
ENSMUSG00000078965	951
ENSMUSG00000078967	1
ENSMUSG00000078970	437
ENSMUSG00000078972	0
ENSMUSG00000078974	486
ENSMUSG00000078982	0
ENSMUSG00000078984	0
ENSMUSG00000078994	40
ENSMUSG00000078995	24
ENSMUSG00000078998	0
ENSMUSG00000079000	0
ENSMUSG00000079001	1
ENSMUSG00000079003	351
ENSMUSG00000079005	0
ENSMUSG00000079006	0
ENSMUSG00000079007	0
ENSMUSG00000079008	10
